id,ano,municipio,codigo_postal,total_fugas,tipo_de_fuga,fecha
883,2019,Soneja,12480,1,Tubería general,9/9/2019
888,2019,Alfondeguilla,12609,1,Tubería general,24/9/2019
896,2019,Herbés,12317,1,Interior vivienda,7/10/2019
898,2019,La Torre d'En Besora,12161,1,Acometida,7/10/2019
899,2019,Rosell,12511,0,,8/10/2019
900,2019,Los Calpes (Puebla de Arenoso),12428,1,Tubería general,10/10/2019
906,2019,Artana,12527,1,Tubería general,15/10/2019
911,2019,Pobla de Benifassà,12599,1,Interior vivienda,17/10/2019
917,2019,Pavías,12449,1,Acometida,23/10/2019
918,2019,Jérica,12450,1,Tubería general,23/10/2019
922,2019,Artana,12527,1,Acometida,29/10/2019
925,2019,Jérica,12450,1,Acometida,31/10/2019
928,2019,Xodos,12134,1,Interior vivienda,5/11/2019
932,2019,Cinctorres,12318,1,Acometida,11/11/2019
933,2019,Caudiel,12440,1,Tubería general,12/11/2019
935,2019,Lucena del Cid,12120,0,,14/11/2019
939,2019,Caudiel,12440,1,Acometida,19/11/2019
940,2019,Caudiel,12440,1,Tubería general,19/11/2019
945,2019,Cedraman,12123,1,Interior vivienda,26/11/2019
950,2019,Las Girabas (Ludiente),12123,1,Tubería general,11/12/2019
955,2019,Aín,12222,1,Acometida,26/12/2019
961,2020,Zucaina,12125,1,Acometida,9/1/2020
962,2020,Zucaina,12125,1,Tubería general,9/1/2020
964,2020,Eslida,12528,1,Acometida,14/1/2020
966,2020,Eslida,12528,1,Interior vivienda,22/1/2020
967,2020,Jérica,12450,1,Acometida,23/1/2020
969,2020,Boixar (Pobla de Benifassà),12599,1,Acometida,29/1/2020
970,2020,Alfondeguilla,12609,1,Tubería general,3/2/2020
972,2020,Portell de Morella,12318,1,Tubería general,6/2/2020
978,2020,Soneja,12480,1,Acometida,18/2/2020
983,2020,Eslida,12528,1,Acometida,20/2/2020
986,2020,Ayódar,12224,1,Interior vivienda,3/3/2020
991,2020,Forcall,12310,0,,12/3/2020
992,2020,Costur,12119,1,Acometida,18/3/2020
994,2020,Villores,12311,1,Llave de paso de la acometida,23/4/2020
998,2020,Villores,12311,1,HIDRATANTE,23/4/2020
1001,2020,Villores,12311,1,Acometida,23/4/2020
1002,2020,Castellfort,12159,1,Acometida,28/4/2020
1005,2020,Jérica,12450,1,Tubería general,29/4/2020
1006,2020,Caudiel,12440,1,Tubería general,30/4/2020
1007,2020,Torás,12431,0,,6/5/2020
1017,2020,Eslida,12528,0,,28/5/2020
1022,2020,Puebla de Arenoso,12428,1,Tubería general,15/6/2020
1027,2020,La Pobla Tornesa,12191,1,Interior vivienda,22/6/2020
1031,2020,Artana,12527,1,Interior vivienda,23/6/2020
1033,2020,Aín,12222,1,Tubería general,25/6/2020
1034,2020,Castellfort,12159,1,Tubería general,30/6/2020
1037,2020,Palanques,12311,1,Tubería general,30/6/2020
1039,2020,Soneja,12480,1,Tubería general,1/7/2020
1040,2020,Vall de Almonacid,12414,1,Acometida,1/7/2020
1045,2020,Ludiente,12123,1,Tubería general,2/7/2020
1047,2020,Soneja,12480,1,Tubería general,6/7/2020
1048,2020,Soneja,12480,1,Tubería general,6/7/2020
1055,2020,Gaibiel,12415,0,,8/7/2020
1057,2020,Artana,12527,1,Tubería general,8/7/2020
1058,2020,Zucaina,12125,1,Tubería general,9/7/2020
1059,2020,Pavías,12449,1,Acometida,10/7/2020
1060,2020,Pavías,12449,1,Acometida,10/7/2020
1063,2020,Jérica,12450,1,Acometida,16/7/2020
1068,2020,Forcall,12310,1,Tubería general,21/7/2020
1072,2020,Eslida,12528,1,Tubería general,22/7/2020
1075,2020,Caudiel,12440,0,,27/7/2020
1076,2020,Montanejos,12448,0,Acometida,28/7/2020
1081,2020,La Mata de Morella,12312,1,Boca de Riego,3/8/2020
1082,2020,Portell de Morella,12318,1,Acometida,3/8/2020
1083,2020,Arañuel,12232,1,Interior vivienda,4/8/2020
1088,2020,Castellfort,12159,1,Acometida,10/8/2020
1090,2020,Fredes (Pobla de Benifassà),12599,0,,12/8/2020
1093,2020,Benassal,12160,1,Tubería general,17/8/2020
1095,2020,Herbés,12317,1,Acometida,19/8/2020
1097,2020,Forcall,12310,1,Tubería general,20/8/2020
1099,2020,Artana,12527,1,Tubería general,25/8/2020
1104,2020,Torás,12431,1,Acometida,1/9/2020
1108,2020,Forcall,12310,1,Tubería general,9/9/2020
1111,2020,Forcall,12310,0,,14/9/2020
1114,2020,Boixar (Pobla de Benifassà),12599,1,Acometida,16/9/2020
1115,2020,Lucena del Cid,12120,1,Acometida,17/9/2020
1116,2020,Chóvar,12499,1,Acometida,21/9/2020
1121,2020,Alcudia de Veo,12222,0,,6/10/2020
1123,2020,Forcall,12310,1,Tubería general,7/10/2020
1125,2020,Arañuel,12232,1,Interior vivienda,8/10/2020
1126,2020,Lucena del Cid,12120,1,Acometida,24/9/2020
1128,2020,Cinctorres,12318,0,,9/9/2020
1131,2020,Pobla de Benifassà,12599,1,Acometida,14/10/2020
1135,2020,Algimia de Almonacid,12414,0,,15/10/2020
1141,2020,Novaliches (Jérica),12450,1,Acometida,21/10/2020
1143,2020,Arañuel,12232,1,Tubería general,26/10/2020
1144,2020,Fuente la Reina,12428,1,Interior vivienda,27/10/2020
1147,2020,Pavías,12449,1,Acometida,2/11/2020
1152,2020,Forcall,12310,1,Acometida,16/11/2020
1154,2020,Vall d'Umbri,12190,0,,18/11/2020
1155,2020,Borriol,12190,1,Acometida,19/11/2020
1156,2020,Borriol,12190,1,Acometida,19/11/2020
1158,2020,Borriol,12190,1,Tubería general,19/11/2020
1168,2020,Pobla de Benifassà,12599,1,Tubería general,14/12/2020
1169,2020,Montanejos,12448,0,,15/12/2020
1172,2020,Chóvar,12499,1,Acometida,18/12/2020
1177,2020,Artana,12527,1,Tubería general,29/1/2020
1184,2021,Argelita,12230,1,Interior vivienda,28/1/2021
1185,2021,El Toro,12429,1,Tubería general,2/2/2021
1186,2021,Artana,12527,1,Tubería general,4/2/2021
1188,2021,Viver,12460,1,Interior vivienda,11/2/2021
1189,2021,Viver,12460,1,Llave de paso de la general,11/2/2021
1191,2021,Viver,12460,1,Tubería general,11/2/2021
1193,2021,Viver,12460,1,Tubería general,11/2/2021
1194,2021,Artana,12527,1,No se detectaron fugas,16/2/2021
1199,2021,Arañuel,12232,1,Interior vivienda,23/2/2021
1200,2021,Artana,12527,1,Tubería general,24/2/2021
1201,2021,Lucena del Cid,12120,1,Acometida,1/3/2021
1202,2021,Lucena del Cid,12120,1,Tubería general,1/3/2021
1204,2021,Arañuel,12232,1,No se detectaron fugas,17/3/2021
1205,2021,Vistabella del Maestrat,12135,1,Tubería general,18/3/2021
1208,2021,Caudiel,12440,1,Acometida,23/3/2021
1213,2021,Xert,12360,1,Tubería general,25/3/2021
1215,2021,La Jana,12340,1,Tubería general,26/3/2021
1220,2021,Pobla de Benifassà,12599,1,Tubería general,30/3/2021
1221,2021,Ayódar,12224,1,Acometida,31/3/2021
1222,2021,Benassal,12160,1,Tubería general,1/4/2021
1225,2021,Gaibiel,12415,1,Tubería general,7/4/2021
1226,2021,Gaibiel,12415,1,Tubería general,7/4/2021
1233,2021,Sot de Ferrer,12489,1,Tubería general,21/4/2021
1234,2021,Rosell,12511,1,Interior vivienda,26/4/2021
1238,2021,Aín,12222,1,Tubería general,3/5/2021
1250,2021,Alfondeguilla,12609,1,Acometida,24/5/2021
1254,2021,Alfondeguilla,12609,1,Interior vivienda,31/5/2021
1255,2021,Alfondeguilla,12609,1,Tubería general,31/5/2021
1263,2021,Vall de Almonacid,12414,1,No se detectaron fugas,14/6/2021
1266,2021,Arañuel,12232,1,No se detectaron fugas,16/6/2021
1282,2021,Cinctorres,12318,1,Tubería general,12/7/2021
1283,2021,Pavías,12449,1,Acometida,13/7/2021
1284,2021,Pavías,12449,1,Acometida,13/7/2021
1286,2021,La Torre d'En Besora,12161,1,Tubería general,14/7/2021
1289,2021,Soneja,12480,1,Llave de paso de la general,15/7/2021
1293,2021,Caudiel,12440,1,Acometida,19/7/2021
1300,2021,Palanques,12311,1,Tubería general,21/7/2021
1304,2021,Jérica,12450,1,Acometida,27/7/2021
1309,2021,Matet,12415,1,Acometida,3/8/2021
1311,2021,Palanques,12311,1,Acometida,4/8/2021
1316,2021,Algimia de Almonacid,12414,1,Boca de Riego,9/8/2021
1320,2021,Jérica,12450,1,Tubería general,12/8/2021
1327,2021,Lucena del Cid,12120,1,No se detectaron fugas,2/9/2021
1329,2021,Ayódar,12224,1,Acometida,6/9/2021
1330,2021,Pavías,12449,1,Acometida,7/9/2021
1331,2021,Pavías,12449,1,Boca de Riego,7/9/2021
1332,2021,Costur,12119,1,Acometida,8/9/2021
1335,2021,Matet,12415,1,No se detectaron fugas,15/9/2021
1336,2021,Gaibiel,12415,1,Acometida,20/9/2021
1343,2021,Atzeneta,12132,1,Tubería general,5/10/2021
1344,2021,Atzeneta,12132,1,Tubería general,5/10/2021
1345,2021,Atzeneta,12132,1,Tubería general,5/10/2021
1346,2021,Fredes (Pobla de Benifassà),12599,1,Acometida,6/10/2021
1348,2021,Pobla de Benifassà,12599,1,Tubería general,6/10/2021
1349,2021,Algimia de Almonacid,12414,1,Tubería general,7/10/2021
1352,2021,Jérica,12450,1,Tubería general,18/10/2021
1353,2021,Geldo,12412,1,Acometida,19/10/2021
1354,2021,Benafer,12449,1,No se detectaron fugas,20/10/2021
1355,2021,Alfondeguilla,12609,1,Acometida,20/10/2021
1362,2021,Costur,12119,1,No se detectaron fugas,2/11/2021
1364,2021,Fredes (Pobla de Benifassà),12599,1,Acometida,4/11/2021
1367,2021,La Mata de Morella,12312,1,No se detectaron fugas,10/11/2021
1373,2021,Villanueva de Viver,12428,1,Acometida,18/11/2021
1376,2021,Corachar (Pobla de Benifassà),12599,1,Tubería general,22/11/2021
1377,2021,Eslida,12528,1,Tubería general,23/11/2021
1381,2021,Benafer,12449,1,Tubería general,1/12/2021
1385,2021,Soneja,12480,1,Tubería general,13/12/2021
1389,2021,Castellfort,12159,1,Acometida,16/12/2021
1391,2021,Castellfort,12159,1,Acometida,16/12/2021
1395,2021,Alfondeguilla,12609,1,Acometida,20/12/2021
1396,2021,Villahermosa del Río,12124,1,Acometida,22/12/2021
1402,2021,La Torre d'En Besora,12161,1,Tubería general,30/12/2021
4,2016,Canales (Sacañet),12469,1,Llave de paso de la general,12/1/2016
9,2016,La Monzona (Puebla de Arenoso),12428,0,,19/1/2016
10,2016,Cinctorres,12318,1,Acometida,20/1/2016
13,2016,Lucena del Cid,12120,0,,28/1/2016
15,2016,Torás,12431,1,Llave de paso de la general,1/2/2016
17,2016,Torás,12431,1,Acometida,1/2/2016
21,2016,Eslida,12528,0,,4/2/2016
24,2016,Zorita del Maestrazgo,12311,1,Acometida,9/2/2016
25,2016,Zorita del Maestrazgo,12311,1,Acometida,9/2/2016
29,2016,Vall de Almonacid,12414,1,Acometida,17/2/2016
30,2016,Matet,12415,0,,18/2/2016
32,2016,Castellfort,12159,1,Acometida,22/2/2016
35,2016,Algimia de Almonacid,12414,1,Tubería general,2/3/2016
37,2016,Matet,12415,0,,7/3/2016
44,2016,La Torre d'En Doménec,12184,1,Acometida,17/3/2016
51,2016,Zucaina,12125,1,Tubería general,7/4/2016
52,2016,Zucaina,12125,1,Llave de paso de la general,7/4/2016
58,2016,Higueras,12449,0,,19/4/2016
59,2016,Eslida,12528,0,,20/4/2016
61,2016,Torás,12431,1,Llave de paso de la acometida,25/4/2016
62,2016,Pavías,12449,1,Tubería general,25/4/2016
66,2016,Xodos,12134,1,Acometida,26/4/2016
69,2016,Sot de Ferrer,12489,1,Acometida,27/4/2016
70,2016,La Monzona (Puebla de Arenoso),12428,1,Tubería general,2/5/2016
72,2016,Xodos,12134,1,Llave de paso de la acometida,4/5/2016
73,2016,Santa Magdalena de Pulpis,12597,1,Tubería general,10/5/2016
76,2016,Alquerías (Montanejos),12448,1,Tubería general,16/5/2016
77,2016,Eslida,12528,1,Tubería general,17/5/2016
78,2016,Jérica,12450,1,Tubería general,17/5/2016
83,2016,Castellfort,12159,1,Acometida,18/5/2016
85,2016,Geldo,12412,1,Tubería general,24/5/2016
86,2016,Geldo,12412,1,Interior vivienda,24/5/2016
87,2016,Geldo,12412,1,Acometida,24/5/2016
88,2016,Benassal,12160,1,Tubería general,25/5/2016
92,2016,Pavías,12449,1,Acometida,8/6/2016
97,2016,Diputación,12004,1,Tubería general,17/6/2016
101,2016,Soneja,12480,1,Sin identificación,20/6/2016
102,2016,Herbés,12317,1,Sin identificación,22/6/2016
111,2016,Soneja,12480,2,Acometida,4/7/2016
113,2016,Cinctorres,12318,1,Llave de paso de la acometida,5/7/2016
114,2016,Cinctorres,12318,1,Llave de paso de la acometida,5/7/2016
117,2016,Cinctorres,12318,1,Llave de paso de la general,5/7/2016
123,2016,Pobla de Benifassà,12599,1,Acometida,12/7/2016
127,2016,Benafigos,12134,1,Acometida,12/7/2016
131,2016,Soneja,12480,1,Tubería general,14/7/2016
135,2016,Alfondeguilla,12609,1,Acometida,20/7/2016
136,2016,Diputación,12004,1,Interior vivienda,20/7/2016
137,2016,Eslida,12528,1,Tubería general,20/7/2016
139,2016,Caudiel,12440,1,Sin identificación,21/7/2016
141,2016,Benafigos,12134,0,,25/7/2016
142,2016,Alfondeguilla,12609,1,Acometida,26/7/2016
144,2016,Pobla de Benifassà,12599,1,Acometida,27/7/2016
145,2016,Algimia de Almonacid,12414,0,,28/7/2016
147,2016,Pobla de Benifassà,12599,1,Llave de paso de la general,1/8/2016
148,2016,Soneja,12480,1,Tubería general,3/8/2016
150,2016,Alfondeguilla,12609,1,Acometida,3/8/2016
151,2016,Alfondeguilla,12609,1,Interior vivienda,3/8/2016
159,2016,Lucena del Cid,12120,0,,25/8/2016
162,2016,Ballestar (Pobla de Benifassà),12599,0,,31/8/2016
164,2016,Lucena del Cid,12120,1,Acometida,1/9/2016
165,2016,Algimia de Almonacid,12414,0,,16/8/2016
166,2016,Figueroles,12122,1,Tubería general,17/8/2016
167,2016,Herbés,12317,0,,22/8/2016
171,2016,Figueroles,12122,1,Boca de Riego,24/8/2016
178,2016,Caudiel,12440,1,Boca de Riego,6/9/2016
180,2016,Eslida,12528,1,Acometida,7/9/2016
185,2016,Lucena del Cid,12120,1,Tubería general,12/9/2016
187,2016,Benafigos,12134,1,Tubería general,13/9/2016
188,2016,Alcudia de Veo,12222,1,Tubería general,14/9/2016
189,2016,Alcudia de Veo,12222,1,Tubería general,14/9/2016
191,2016,Villahermosa del Río,12124,1,Sin identificación,15/9/2016
194,2016,Eslida,12528,1,Tubería general,20/9/2016
202,2016,Villamalur,12224,1,Interior vivienda,4/10/2016
205,2016,Caudiel,12440,1,Acometida,5/10/2016
206,2016,Alfondeguilla,12609,1,Sin identificación,5/10/2016
207,2016,Alfondeguilla,12609,1,Sin identificación,5/10/2016
220,2016,Caudiel,12440,1,Tubería general,17/10/2016
225,2016,Sant Joan de Moró,12130,1,Tubería general,25/10/2016
230,2016,Pavías,12449,1,Sin identificación,3/11/2016
231,2016,Sot de Ferrer,12489,1,Acometida,7/11/2016
234,2016,Sot de Ferrer,12489,1,Acometida,7/11/2016
235,2016,Sot de Ferrer,12489,1,Acometida,7/11/2016
238,2016,Boixar (Pobla de Benifassà),12599,1,Acometida,8/11/2016
239,2016,Boixar (Pobla de Benifassà),12599,1,Boca de Riego,8/11/2016
246,2016,Caudiel,12440,1,Sin identificación,10/11/2016
250,2016,Vall de Almonacid,12141,1,Acometida,14/11/2016
252,2016,Diputación,12004,1,Sin identificación,15/11/2016
254,2016,Lucena del Cid,12120,0,,22/11/2016
255,2016,Torás,12431,1,Acometida,24/11/2016
256,2016,Torás,12431,1,Acometida,24/11/2016
261,2016,Torás,12431,1,Llave de paso de la acometida,24/11/2016
262,2016,Sacañet,12469,1,Acometida,28/11/2016
264,2016,Caudiel,12440,1,Tubería general,5/12/2016
267,2016,Catí,12513,1,Acometida,12/12/2016
269,2016,Lucena del Cid,12120,0,,13/12/2016
272,2016,Caudiel,12440,1,Acometida,20/12/2016
276,2017,Eslida,12528,1,Acometida,11/1/2017
277,2017,Eslida,12528,1,Acometida,11/1/2017
278,2017,Pavías,12449,1,Acometida,12/11/2017
292,2017,Geldo,12412,1,Acometida,2/2/2017
293,2017,Gaibiel,12415,0,,6/2/2017
302,2017,Geldo,12412,1,Interior vivienda,21/2/2017
308,2017,Diputación,12004,1,Tubería general,6/3/2017
311,2017,Torás,12431,1,Acometida,15/3/2017
316,2017,Caudiel,12440,1,Acometida,28/3/2017
317,2017,Caudiel,12440,1,Acometida,28/3/2017
318,2017,Caudiel,12440,1,Acometida,28/3/2017
324,2017,Soneja,12480,0,,3/4/2017
327,2017,Caudiel,12440,0,,11/4/2017
329,2017,Villamalur,12224,1,Tubería general,24/4/2017
333,2017,Gaibiel,12415,1,Acometida,27/4/2017
334,2017,Aín,12222,1,Acometida,3/5/2017
335,2017,Aín,12222,1,Interior vivienda,3/5/2017
340,2017,Ayódar,12224,1,Tubería general,9/5/2017
341,2017,Alfondeguilla,12609,1,Tubería general,10/5/2017
346,2017,Montanejos,12448,1,Acometida,23/5/2017
349,2017,Montanejos,12448,1,Tubería general,23/5/2017
351,2017,Alfondeguilla,12609,1,Tubería general,24/5/2017
352,2017,Forcall,12310,1,Acometida,29/5/2017
357,2017,Fuente la Reina,12428,0,,8/6/2017
360,2017,Eslida,12528,1,Tubería general,13/6/2017
361,2017,Forcall,12310,1,Acometida,14/6/2017
362,2017,Forcall,12310,1,Acometida,14/6/2017
364,2017,Artana,12527,1,Interior vivienda,15/6/2017
366,2017,Pobla de Benifassà,12599,0,,20/6/2017
375,2017,Cinctorres,12318,1,Interior vivienda,28/6/2017
376,2017,Lucena del Cid,12120,1,Acometida,3/7/2017
378,2017,Alfondeguilla,12609,1,Acometida,5/7/2017
379,2017,Cinctorres,12318,1,Acometida,6/7/2017
382,2017,Alquerías (Montanejos),12448,1,Tubería general,11/7/2017
383,2017,Alquerías (Montanejos),12448,1,Acometida,11/7/2017
385,2017,Villahermosa del Río,12124,1,Acometida,11/7/2017
388,2017,Vall de Almonacid,12414,1,Interior vivienda,12/7/2017
389,2017,Ayódar,12224,1,Acometida,12/7/2017
390,2017,La Torre d'En Besora,12161,0,,13/7/2017
404,2017,Jérica,12450,1,Tubería general,26/7/2017
409,2017,Los Calpes (Puebla de Arenoso),12428,1,Tubería general,1/8/2017
411,2017,Eslida,12528,0,,3/8/2017
414,2017,Caudiel,12440,1,Acometida,9/8/2017
417,2017,Geldo,12412,1,Tubería general,10/8/2017
419,2017,Cinctorres,12318,1,Tubería general,14/8/2017
433,2017,Alfondeguilla,12609,1,Acometida,11/9/2017
434,2017,Alfondeguilla,12609,1,Acometida,11/9/2017
437,2017,Villores,12311,1,Acometida,13/9/2017
438,2017,Forcall,12310,1,Boca de Riego,13/9/2017
439,2017,Cinctorres,12318,1,Tubería general,13/9/2017
440,2017,Villanueva de Viver,12428,1,Acometida,14/9/2017
441,2017,Torás,12431,1,Acometida,14/9/2017
443,2017,Artana,12527,1,Tubería general,14/9/2017
446,2017,Todolella,12312,0,,19/9/2017
447,2017,Eslida,12528,1,Acometida,21/9/2017
454,2017,Villahermosa del Río,12124,1,Tubería general,28/9/2017
455,2017,Montanejos,12448,1,Tubería general,28/9/2017
456,2017,Benafer,12449,1,Acometida,28/9/2017
460,2017,Villahermosa del Río,12124,0,,3/10/2017
462,2017,Benafer,12449,1,Tubería general,10/10/2017
465,2017,Vallibona,12315,1,Llave de paso de la acometida,11/10/2017
468,2017,Caudiel,12440,1,Llave de paso de la general,17/10/2017
470,2017,Chóvar,12499,0,,23/10/2017
474,2017,Fredes (Pobla de Benifassà),12599,1,Acometida,24/10/2017
475,2017,Fredes (Pobla de Benifassà),12599,1,Sin identificación,24/10/2017
476,2017,Gaibiel,12415,1,Tubería general,25/10/2017
477,2017,Eslida,12528,1,Acometida,25/10/2017
478,2017,Eslida,12528,1,Acometida,25/10/2017
481,2017,Sacañet,12469,1,Tubería general,25/10/2017
490,2017,Villahermosa del Río,12124,0,,10/11/2017
491,2017,Vistabella del Maestrat,12135,1,Tubería general,14/11/2017
493,2017,Boixar (Pobla de Benifassà),12599,1,Acometida,16/11/2017
495,2017,Boixar (Pobla de Benifassà),12599,1,Interior vivienda,16/11/2017
502,2017,Lucena del Cid,12120,1,Acometida,27/11/2017
503,2017,Lucena del Cid,12120,1,Tubería general,28/11/2017
504,2017,Forcall,12310,0,,29/11/2017
508,2017,Chóvar,12499,1,Tubería general,12/12/2017
511,2017,Geldo,12412,1,Tubería general,13/12/2017
512,2017,Herbés,12317,1,Tubería general,14/12/2017
514,2017,Herbés,12317,1,Acometida,14/12/2017
517,2017,Alquerías (Montanejos),12448,1,Acometida,18/12/2017
519,2017,Montanejos,12448,1,Acometida,20/12/2017
522,2017,Pina de Montalgrao,12429,1,Acometida,26/12/2017
526,2017,Lucena del Cid,12120,1,Tubería general,28/12/2017
529,2018,Pavías,12449,1,Boca de Riego,3/1/2018
534,2018,Cedraman,12123,1,Tubería general,10/1/2018
536,2018,Cedraman,12123,1,Acometida,10/1/2018
538,2018,Cedraman,12123,1,Acometida,16/1/2018
540,2018,Algimia de Almonacid,12414,1,Acometida,17/1/2018
541,2018,Geldo,12412,1,Tubería general,18/1/2018
542,2018,Boixar (Pobla de Benifassà),12599,0,,23/1/2018
546,2018,Aín,12222,1,Tubería general,25/1/2018
547,2018,Eslida,12528,1,Tubería general,25/1/2018
549,2018,Artana,12527,0,,30/1/2018
552,2018,Vistabella del Maestrat,12135,1,Acometida,14/2/2018
554,2018,Benafer,12449,1,Acometida,15/2/2018
555,2018,Ludiente,12123,1,Acometida,19/2/2018
557,2018,Jérica,12450,1,Interior vivienda,20/2/2018
558,2018,Fredes (Pobla de Benifassà),12599,1,Interior vivienda,22/2/2018
561,2018,Forcall,12310,1,Interior vivienda,27/2/2018
566,2018,Cinctorres,12318,1,Acometida,8/3/2018
575,2018,Caudiel,12440,1,Tubería general,22/3/2018
582,2018,Chóvar,12499,1,Tubería general,3/4/2018
588,2018,Portell de Morella,12318,1,Acometida,10/4/2018
591,2018,Eslida,12528,1,Tubería general,11/4/2018
592,2018,Santa Magdalena de Pulpis,12597,1,Tubería general,12/4/2018
595,2018,Ludiente,12123,0,,18/4/2018
603,2018,Algimia de Almonacid,12414,0,,8/5/2018
605,2018,Artana,12527,1,Interior vivienda,9/5/2018
608,2018,Cinctorres,12318,1,Acometida,15/5/2018
609,2018,Cinctorres,12318,1,Acometida,15/5/2018
612,2018,Culla,12163,1,Acometida,16/5/2018
613,2018,Les Useres,12118,1,Acometida,17/5/2018
615,2018,Ballestar (Pobla de Benifassà),12599,1,Acometida,21/5/2018
618,2018,Boixar (Pobla de Benifassà),12599,1,Tubería general,23/5/2018
620,2018,Forcall,12310,0,,29/5/2018
623,2018,Torás,12431,1,Acometida,30/5/2018
626,2018,Culla,12163,1,Acometida,4/6/2018
629,2018,Vallat,12230,0,,5/6/2018
630,2018,Castillo de Villamalefa,12123,1,Acometida,7/6/2018
633,2018,Chóvar,12499,1,Tubería general,13/6/2018
644,2018,Ballestar (Pobla de Benifassà),12599,1,Llave de paso de la general,4/7/2018
648,2018,Caudiel,12440,1,Acometida,9/7/2018
651,2018,Eslida,12528,1,Acometida,9/7/2018
652,2018,Eslida,12528,1,Tubería general,9/7/2018
654,2018,Montanejos,12448,0,,12/7/2018
655,2018,Castillo de Villamalefa,12123,0,,12/7/2018
659,2018,Alfondeguilla,12609,1,Tubería general,17/7/2018
660,2018,Pobla de Benifassà,12599,1,Llave de paso de la acometida,19/7/2018
661,2018,Ludiente,12123,1,Interior vivienda,23/7/2018
662,2018,Forcall,12310,1,Tubería general,24/7/2018
664,2018,Chóvar,12499,1,Acometida,26/7/2018
665,2018,Montanejos,12448,1,Acometida,31/7/2018
666,2018,Aín,12222,1,Interior vivienda,1/8/2018
667,2018,Eslida,12528,1,Interior vivienda,1/8/2018
668,2018,La Torre d'En Besora,12161,1,Tubería general,2/8/2018
671,2018,Montanejos,12448,0,,7/8/2018
674,2018,Lucena del Cid,12120,1,Acometida,9/8/2018
676,2018,Los Calpes (Puebla de Arenoso),12428,0,,13/8/2018
680,2018,Artana,12527,1,Acometida,14/8/2018
681,2018,Chóvar,12499,1,Tubería general,14/8/2018
683,2018,Soneja,12480,1,Acometida,20/8/2018
684,2018,Palanques,12311,0,,21/8/2018
685,2018,La Mata de Morella,12312,0,,21/8/2018
687,2018,Villahermosa del Río,12124,0,,28/8/2018
694,2018,Palanques,12311,1,Tubería general,4/9/2018
695,2018,Caudiel,12440,1,Tubería general,10/9/2018
704,2018,Geldo,12412,1,Tubería general,19/9/2018
705,2018,Eslida,12528,1,Interior vivienda,20/9/2018
708,2018,Caudiel,12440,1,Tubería general,25/9/2018
710,2018,Culla,12163,1,Acometida,26/9/2018
712,2018,Xodos,12134,0,,27/9/2018
713,2018,Geldo,12412,1,Acometida,17/10/2018
727,2018,Montanejos,12448,1,Tubería general,22/11/2018
731,2018,Caudiel,12440,1,Acometida,28/11/2018
735,2018,Olocau del Rey,12312,1,Tubería general,11/12/2018
736,2018,Castellfort,12159,1,Acometida,12/12/2018
741,2019,La Mata de Morella,12312,1,Tubería general,4/1/2019
743,2019,Arañuel,12232,1,Acometida,7/1/2019
747,2019,Geldo,12412,1,Tubería general,9/1/2019
749,2019,Gaibiel,12415,1,Acometida,15/1/2019
751,2019,Alfondeguilla,12609,1,Acometida,22/1/2019
752,2019,Eslida,12528,0,,23/1/2019
753,2019,Villahermosa del Río,12124,0,,29/1/2019
757,2019,Arañuel,12232,1,Tubería general,6/2/2019
758,2019,Vistabella del Maestrat,12135,1,Tubería general,7/2/2019
761,2019,Arañuel,12232,1,Acometida,12/2/2019
763,2019,Montanejos,12448,1,Acometida,19/2/2019
764,2019,Montanejos,12448,1,Tubería general,19/2/2019
768,2019,Caudiel,12440,1,Acometida,20/2/2019
776,2019,Pobla de Benifassà,12599,1,Acometida,5/3/2019
778,2019,Pobla de Benifassà,12599,1,Acometida,7/3/2019
780,2019,Arañuel,12232,1,Tubería general,12/3/2019
784,2019,Alquerías (Montanejos),12448,1,Tubería general,14/3/2019
788,2019,La Jana,12340,1,Tubería general,21/3/2019
789,2019,Sacañet,12469,1,Tubería general,1/4/2019
791,2019,Todolella,12312,1,Tubería general,3/4/2019
793,2019,Forcall,12310,1,Tubería general,4/4/2019
795,2019,Les Useres,12118,1,Tubería general,15/4/2019
797,2019,Castillo de Villamalefa,12123,1,Acometida,16/4/2019
799,2019,Soneja,12480,1,Tubería general,18/4/2019
801,2019,Castillo de Villamalefa,12123,1,Interior vivienda,30/4/2019
803,2019,Les Useres,12118,1,Acometida,7/5/2019
809,2019,La Mata de Morella,12312,1,Tubería general,15/5/2019
812,2019,Matet,12415,0,,21/5/2019
816,2019,Castillo de Villamalefa,12123,0,,30/5/2019
817,2019,Cedraman,12123,1,Acometida,30/5/2019
819,2019,Montanejos,12448,0,,3/6/2019
822,2019,Eslida,12528,1,Tubería general,5/6/2019
826,2019,Alfondeguilla,12609,1,Acometida,10/6/2019
827,2019,La Monzona (Puebla de Arenoso),12428,0,,11/6/2019
831,2019,Villahermosa del Río,12124,1,Acometida,13/6/2019
833,2019,Caudiel,12440,1,Tubería general,18/6/2019
834,2019,Fuentes de Ayódar,12225,0,,18/6/2019
836,2019,Portell de Morella,12318,1,Acometida,19/6/2019
837,2019,Portell de Morella,12318,1,Acometida,19/6/2019
847,2019,Eslida,12528,1,Tubería general,8/7/2019
848,2019,Eslida,12528,1,Tubería general,8/7/2019
851,2019,Jérica,12450,1,Tubería general,15/7/2019
852,2019,Jérica,12450,1,Interior vivienda,15/7/2019
